year,geo,band,n_establishments,n_observed,n_single,employment,employment_observed
2024,chicago,10-49,17043,9928,12462,331787.0,190041.0
2024,chicago,100-249,1300,1097,702,182559.0,153551.0
2024,chicago,1000+,112,112,25,265550.0,265550.0
2024,chicago,250-499,310,304,124,98282.0,96677.0
2024,chicago,50-99,2567,1815,1756,165301.0,114780.0
2024,chicago,500-999,144,144,37,90576.0,90576.0
2024,chicago,unknown,10269,10269,6374,0.0,0.0
2024,cook_ex_chicago,1-9,99403,26195,90881,272143.0,101473.0
2024,cook_ex_chicago,10-49,17711,11585,11957,343829.0,223538.0
2024,cook_ex_chicago,100-249,1391,1158,759,192215.0,159947.0
2024,cook_ex_chicago,1000+,64,64,12,159710.0,159710.0
2024,cook_ex_chicago,250-499,294,276,128,91467.0,86204.0
2024,cook_ex_chicago,50-99,2876,2108,1957,186046.0,132958.0
2024,cook_ex_chicago,500-999,93,91,40,57057.0,55691.0
2024,cook_ex_chicago,unknown,9472,9472,5482,0.0,0.0
2024,il_ex_msa,1-9,153986,61733,134565,428858.0,220922.0
2024,il_ex_msa,10-49,29102,21800,18898,561433.0,420712.0
2024,il_ex_msa,100-249,1758,1651,953,244628.0,230157.0
2024,il_ex_msa,1000+,89,89,17,227952.0,227952.0
2024,il_ex_msa,250-499,383,376,124,123677.0,121216.0
2024,il_ex_msa,50-99,3960,3400,2541,254051.0,217057.0
2024,il_ex_msa,500-999,149,149,43,95856.0,95856.0
2024,il_ex_msa,unknown,16156,16156,9327,0.0,0.0
2024,msa_ex_cook,1-9,133542,38598,120169,376386.0,145497.0
2024,msa_ex_cook,10-49,27740,17412,19047,536390.0,331268.0
2024,msa_ex_cook,100-249,2024,1655,1045,280330.0,229100.0
2024,msa_ex_cook,1000+,83,83,26,213823.0,213823.0
2024,msa_ex_cook,250-499,369,350,152,117003.0,111101.0
2024,msa_ex_cook,50-99,3941,2930,2790,252629.0,184226.0
2024,msa_ex_cook,500-999,117,115,42,71354.0,70159.0
2024,msa_ex_cook,unknown,12461,12461,7535,0.0,0.0
2025,chicago,1-9,107806,23043,100366,280244.0,87492.0
2025,chicago,10-49,15689,9621,11132,302856.0,184853.0
2025,chicago,100-249,1308,1072,703,183440.0,150336.0
2025,chicago,1000+,104,104,24,237386.0,237386.0
2025,chicago,250-499,298,293,122,94772.0,93287.0
2025,chicago,50-99,2651,1792,1834,171595.0,113467.0
2025,chicago,500-999,140,140,35,87698.0,87698.0
2025,chicago,unknown,9662,3518,5741,0.0,0.0
2025,cook_ex_chicago,1-9,100209,25253,91647,274344.0,98459.0
2025,cook_ex_chicago,10-49,17187,11341,11489,333322.0,218714.0
2025,cook_ex_chicago,100-249,1408,1135,766,193713.0,156596.0
2025,cook_ex_chicago,1000+,58,58,10,143153.0,143153.0
2025,cook_ex_chicago,250-499,280,267,122,87753.0,83514.0
2025,cook_ex_chicago,50-99,2990,2097,2064,193943.0,132472.0
2025,cook_ex_chicago,500-999,90,87,37,55489.0,53241.0
2025,cook_ex_chicago,unknown,9275,2749,5428,0.0,0.0
2025,il_ex_msa,1-9,153894,59756,134367,428062.0,215265.0
2025,il_ex_msa,10-49,28787,21476,18444,558402.0,414742.0
2025,il_ex_msa,100-249,1753,1626,930,243465.0,226221.0
2025,il_ex_msa,1000+,86,85,15,210908.0,208712.0
2025,il_ex_msa,250-499,382,377,126,123459.0,121512.0
2025,il_ex_msa,50-99,4011,3355,2580,257852.0,214361.0
2025,il_ex_msa,500-999,146,146,42,93956.0,93956.0
2025,il_ex_msa,unknown,16343,2692,9656,0.0,0.0
2025,msa_ex_cook,1-9,136004,37412,122476,382031.0,142066.0
2025,msa_ex_cook,10-49,25776,17104,17045,493938.0,325432.0
2025,msa_ex_cook,100-249,2057,1621,1060,283833.0,224612.0
2025,msa_ex_cook,1000+,78,78,24,222133.0,222133.0
2025,msa_ex_cook,250-499,359,347,149,113884.0,110076.0
2025,msa_ex_cook,50-99,4056,2895,2913,261216.0,182367.0
2025,msa_ex_cook,500-999,117,115,41,71565.0,70370.0
2025,msa_ex_cook,unknown,12898,4214,8165,0.0,0.0
